Longitude,Latitude,Shortitude,Deltitude,Pi,Murphy,Smell_Level,Feng_Shui_Quality,Air_Apple,Air_Burn,Air_Copper,Air_Mint,Sound_Silence,Sound_Humming,Sound_Skittering,Sound_Squelching,Sound_BuzzingPerformance
-29.212,58.313,-45.622,33.716,3.1563,5.18,1,1,0,0,0,0,0,0,1,0,0,0.16140000000000002
139.974,32.649,-29.487,-23.974,3.1502,1.84,1,1,0,0,0,0,0,1,1,0,0,0.0542
104.941,46.684,-54.599,-23.965,3.1305,4.42,1,2,0,0,0,1,0,0,1,0,0,0.4337
149.588,29.71,35.25,70.607,3.1602,1.74,1,1,0,0,0,1,0,0,0,0,1,0.3068
-111.713,43.122,25.982,55.526,3.1217,5.36,0,1,0,0,0,1,0,0,0,1,0,0.1225
61.449,-43.941,53.236,-59.912,3.117,1.84,0,1,1,0,0,0,0,0,1,0,0,0.49460000000000004
54.027,-39.096,-51.675,-45.385,3.1506,5.91,1,2,0,0,0,0,1,0,0,0,0,0.0809
-145.868,29.549,48.928,40.352,3.132,3.93,0,2,0,0,0,0,0,0,1,0,0,0.17550000000000002
-100.945,-34.864,-49.355,45.759,3.1447,1.94,1,1,1,0,0,0,0,0,1,1,0,0.1368
128.708,26.713,31.236,54.831,3.1088,5.43,1,1,1,0,0,0,0,0,0,1,1,0.0278
-38.651,41.121,16.66,-32.338,3.166,2.76,0,1,0,0,0,1,0,1,1,0,0,0.17120000000000002
-108.885,-24.462,-39.796,-50.906,3.1323,4.3,1,0,0,0,0,0,0,1,0,0,0,0.023799999999999998
-49.797,67.012,64.172,62.066,3.1075,2.81,1,1,1,0,0,0,0,0,0,0,1,0.20600000000000002
34.418,-27.967,-75.498,-10.848,3.1452,4.15,1,1,0,1,0,0,0,0,0,0,1,0.27440000000000003
-19.339,49.587,-44.898,-36.902,3.1278,4.15,1,1,0,0,0,1,0,0,0,0,1,0.322
169.947,-18.816,-50.709,66.911,3.1156,4.59,0,1,1,0,0,0,0,0,0,0,1,0.1295
-84.667,-47.965,-16.215,-34.808,3.1769,1.74,0,1,0,0,0,1,0,1,1,0,0,0.14550000000000002
-115.809,46.091,-35.448,37.136,3.1563,2.25,0,1,0,0,0,1,1,0,0,0,0,0.7861
30.267,31.123,54.247,61.585,3.1392,5.16,1,1,0,0,0,0,0,0,0,0,1,0.0796
-127.405,-42.782,34.517,24.625,3.1393,3.43,0,1,0,0,0,1,0,0,1,0,0,0.6347
94.561,-29.948,38.747,35.488,3.1342,2.4,1,2,1,0,0,0,0,1,1,0,0,0.0697
-122.418,-23.45,40.758,68.694,3.1637,4.81,1,1,0,1,0,0,0,0,0,0,1,0.1534
130.9,-30.107,27.905,23.103,3.1329,3.52,1,1,0,0,0,0,1,0,0,0,0,0.172
95.07,35.411,40.661,24.601,3.1162,4.57,1,0,0,0,0,1,0,0,1,0,0,0.17
-13.458,69.093,20.504,36.785,3.1208,1.54,2,0,1,0,0,0,1,0,0,0,0,0.4228
-139.913,34.884,-49.214,-39.314,3.1373,3.18,1,1,0,1,0,0,0,1,0,0,1,0.056799999999999996
-91.495,-72.823,36.519,-32.319,3.1465,0.89,2,1,1,0,0,0,1,0,0,0,0,0.5981000000000001
-125.063,54.179,-41.2,-29.107,3.1108,5.58,2,1,0,0,0,1,1,0,0,0,0,0.1532
43.39,32.76,67.633,35.748,3.1533,1.1,0,1,0,1,0,0,1,0,0,0,0,0.6798000000000001
-125.473,33.026,36.611,-46.379,3.1525,2.5,1,1,0,0,0,0,1,0,0,0,0,0.1985
-171.974,34.176,32.985,-26.813,3.1197,1.27,1,1,0,0,0,1,0,0,1,0,0,0.28440000000000004
16.579,-51.228,34.799,51.132,3.1412,4.63,1,2,0,0,0,1,0,0,1,0,0,0.4635
-89.509,-69.18,37.05,52.69,3.1253,3.42,0,1,1,0,0,0,0,0,1,1,0,0.20190000000000002
-136.276,22.412,41.248,48.682,3.14,1.21,0,1,0,0,0,1,1,0,0,0,0,0.4886
48.858,20.223,30.415,27.481,3.1308,4.87,0,1,1,0,0,0,1,0,0,0,0,0.2215
-14.143,26.431,-45.838,-3.961,3.1184,3.96,1,1,0,0,0,0,0,0,1,1,0,0.064
10.639,-57.678,31.192,50.298,3.1193,4.76,0,1,0,0,0,0,0,1,0,1,0,0.0262
46.078,-38.535,12.983,23.29,3.1324,2.72,1,0,0,1,0,0,0,0,0,0,1,0.42229999999999995
-62.255,62.554,-67.043,-68.309,3.1513,1.38,1,1,0,1,0,0,1,0,0,0,0,0.7279000000000001
-67.593,-33.99,-34.656,-12.135,3.1182,2.72,1,0,1,0,0,0,0,1,0,1,1,0.0147
6.649,59.491,-45.555,-31.537,3.1261,3.77,0,1,0,0,1,0,0,0,1,0,0,0.5719
23.119,53.823,51.909,36.707,3.1132,4.03,1,0,0,0,0,0,0,0,0,1,0,0.0836
107.028,-41.134,21.323,27.001,3.1225,3.19,1,1,0,1,0,0,0,1,0,1,1,0.0464
-40.158,12.775,-16.229,21.829,3.1337,3.63,2,0,0,0,0,0,0,0,1,0,0,0.1679
173.831,67.1,-31.071,-15.533,3.1495,3.86,1,1,0,0,0,1,1,0,0,0,0,0.5426
-12.572,-56.236,51.288,44.393,3.1391,2.85,0,0,0,0,0,1,0,0,1,0,0,0.66
113.966,-46.775,-28.003,64.719,3.142,3.54,1,1,0,0,0,0,0,0,0,1,1,0.1198
-73.029,77.64,42.977,-36.697,3.13,4.28,1,0,0,0,0,1,0,0,1,0,0,0.31260000000000004
153.662,53.685,-8.382,60.923,3.156,4,1,1,0,0,0,1,0,0,0,1,1,0.19469999999999998
-89.671,15.714,-40.654,39.418,3.1265,3.4,2,1,1,0,0,0,0,0,1,0,0,0.2407
-161.366,-24.085,-20.586,32.741,3.1433,4.9,1,1,0,0,0,0,0,0,0,1,0,0.0555
77.901,36.658,-4.862,18.822,3.1463,5.33,1,2,0,0,0,1,0,0,0,0,1,0.25
134.745,62.094,-41.17,39.452,3.1656,4.03,1,1,0,0,0,1,1,0,0,0,0,0.4822
-109.19,26.988,38.37,-51.314,3.1329,1.3,1,1,0,0,0,0,0,0,1,1,0,0.0867
-63.684,-35.529,39.474,18.003,3.1608,3.57,1,1,0,0,0,1,0,0,0,0,1,0.2425
-118.268,-24.39,19.605,-15.563,3.1237,4.93,1,0,0,1,0,0,0,0,0,0,1,0.10439999999999999
92.575,44.843,-42.779,59.427,3.1693,3.71,0,1,0,1,0,0,0,0,1,0,0,0.698
154.706,-19.234,31.189,-34.836,3.1629,4.62,0,0,0,1,0,0,0,0,1,0,0,0.26670000000000005
118.186,-41.577,-15.506,50.062,3.1463,3.93,2,1,0,0,0,0,0,0,1,1,0,0.1822
153.339,-6.774,23.649,47.179,3.1522,4.93,1,1,0,0,0,1,0,0,0,0,1,0.1761
136.995,-44.917,-68.592,66.241,3.1303,3.8,1,1,0,0,0,0,0,0,0,0,1,0.1893
32.77,-39.507,-20.782,69.925,3.1181,5.42,0,0,1,0,0,0,1,0,0,0,0,0.1693
-62.718,-16.813,38.95,1.928,3.1522,4.86,0,1,0,0,0,0,0,0,0,1,1,0.061500000000000006
-130.45,22.447,46.699,-10.179,3.1284,3.18,1,1,1,0,0,0,1,0,0,0,0,0.19890000000000002
88.731,-18.572,-11.253,10.789,3.1477,4.41,1,0,1,0,0,0,0,0,0,0,1,0.1519
-11.815,-67.342,-62.17,-45.579,3.1248,2.72,0,1,1,0,0,0,0,0,1,1,0,0.2554
161.096,-35.367,43.194,5.198,3.1489,3.9,0,1,1,0,0,0,0,1,0,1,1,0.028700000000000003
-124.519,-51.242,5.254,-54.714,3.1457,4.5,1,1,1,0,0,0,0,0,1,1,0,0.1418
-132.58,75.271,39.114,-44.083,3.1489,4.19,0,0,0,0,0,1,0,0,0,0,1,0.38939999999999997
71.845,-57.199,-23.982,42.749,3.1367,3.76,1,0,1,0,0,0,0,0,0,0,1,0.26280000000000003
47.422,35.12,19.718,27.603,3.137,4.08,0,0,0,0,0,1,0,0,0,1,1,0.1386
95.903,21.738,20.1,73.96,3.1451,2.22,1,1,0,0,0,0,0,0,0,0,1,0.18239999999999998
-61.651,55.343,55.627,56.322,3.1607,4.64,1,1,0,0,0,1,0,0,0,1,1,0.1402
-17.982,-44.534,38.991,32.547,3.1518,1.44,0,1,1,0,0,0,0,1,0,0,1,0.1283
-119.493,-73.41,70.077,28.115,3.1605,4.52,1,0,1,0,0,0,0,0,0,0,1,0.16620000000000001
-140.782,-46.689,-26.139,-62.286,3.1312,4.26,0,0,1,0,0,0,0,0,1,0,0,0.2936
-170.959,27.126,72.826,-17.206,3.1676,2.16,1,1,0,0,0,1,0,0,0,0,1,0.2469
162.631,-19.177,-39.53,-18.744,3.1524,0.91,2,1,0,0,0,1,0,0,1,1,0,0.2634
107.475,39.751,46.262,53.16,3.1524,5.31,0,1,0,1,0,0,0,0,1,0,0,0.4083
34.418,51.842,67.44,-75.829,3.1562,3.97,1,0,0,0,0,1,0,0,0,0,1,0.35740000000000005
-179.622,-27.214,-22.215,65.314,3.1413,3.35,0,1,0,0,0,1,1,0,0,0,0,0.4435
-121.482,-38.967,-40.922,-25.906,3.1729,4.39,1,1,0,0,0,1,0,0,1,1,0,0.1637
-66.068,-38.625,-56.729,-11.707,3.1289,2.94,1,0,1,0,0,0,0,0,1,0,0,0.2988
24.993,-54.707,51.196,-56.869,3.1238,3.19,1,1,1,0,0,0,0,0,0,0,1,0.2856
-4.527,-31.475,58.007,31.46,3.1309,4.04,1,0,0,0,0,1,0,0,0,0,1,0.1804
27.075,-28.007,-7.423,63.268,3.1245,2.62,1,0,0,1,0,0,0,0,0,1,0,0.15810000000000002
-42.381,14.694,18.653,23.71,3.1518,2.52,0,1,0,1,0,0,1,0,0,0,0,0.5849000000000001
-69.157,-24.655,30.69,25.928,3.1439,5.59,0,0,0,0,0,1,0,0,0,0,1,0.10210000000000001
147.502,46.795,30.979,-40.527,3.1238,4.65,1,0,0,0,0,0,0,1,1,0,0,0.0327
113.644,35.418,39.32,52.612,3.1509,5.4,0,0,0,0,0,0,1,0,0,0,0,0.1069
-67.842,-13.316,47.485,-29.377,3.1166,1.56,0,0,1,0,0,0,0,0,1,0,0,0.2189
71.492,-63.705,42.666,40.204,3.1172,2.62,0,0,1,0,0,0,1,0,0,0,0,0.42729999999999996
99.476,-26.002,25.571,-5.343,3.1385,4.82,0,1,0,0,0,0,0,1,0,0,1,0.0298
-142.896,77.674,-56.458,-14.034,3.1759,3.8,0,1,0,0,0,1,1,0,0,0,0,0.5133
80.876,-49.381,19.303,5.275,3.1532,5.88,0,0,1,0,0,0,1,0,0,0,0,0.1226
40.16,-31.814,-28.02,-70.891,3.1235,2.52,0,1,0,0,0,1,0,0,0,1,0,0.2415
53.259,-37.122,-58.796,27.832,3.1354,3.32,1,1,0,0,0,0,1,0,0,0,0,0.3264
-74.758,-56.147,58.284,-37.306,3.123,4.16,1,1,0,0,0,0,0,0,0,0,1,0.13699999999999998
-161.872,58.484,-22.935,-38.139,3.1438,4.05,0,0,0,0,0,1,0,0,1,0,0,0.5038
-171.009,-47.322,29.706,59.165,3.1366,3.89,1,1,0,0,0,1,0,0,1,0,0,0.4361
-53.338,31.848,36.537,-38.308,3.1394,3.91,1,1,1,0,0,0,0,0,0,0,1,0.1684
17.345,16.668,26.509,47.798,3.1415,4.55,1,1,0,0,0,1,0,0,0,0,1,0.22
-107.858,-11.388,-37.393,10.099,3.1324,2.74,1,1,0,0,0,1,0,0,0,0,1,0.2356
-78.852,-37.851,-68.244,39.481,3.14,3.74,1,1,1,0,0,0,0,0,1,1,0,0.17440000000000003
24.406,-57.632,80.503,-51.868,3.1516,5.26,0,1,0,0,0,0,1,0,0,0,0,0.2299
-36.85,19.438,39.757,-1.978,3.1088,4.91,0,1,0,0,0,0,0,0,1,0,0,0.0962
10.792,38.199,-17.474,-43.965,3.1501,2.77,1,1,1,0,0,0,0,0,1,0,0,0.5323
153.506,-26.765,-51.245,20.202,3.1483,2.38,1,1,0,0,0,1,0,0,0,0,1,0.3196
-20.627,62.643,43.255,-23.666,3.134,4.19,0,1,0,0,0,1,0,0,0,0,1,0.45920000000000005
-54.773,-34.219,-11,-29.458,3.1603,3.67,0,2,0,0,0,1,1,0,0,0,0,0.4473
177.695,-35.474,34.433,56.054,3.1332,4.76,2,0,0,0,0,0,1,0,0,0,0,0.11359999999999999
-108.724,-46.469,-30.773,11.653,3.1301,5.56,1,1,0,1,0,0,0,0,0,0,1,0.13
-168.428,33.233,35.962,-19.581,3.1232,3.29,1,1,0,0,0,1,0,0,1,0,0,0.2564
48.38,-43.152,56.407,-35.918,3.1686,2.97,0,0,0,0,0,1,0,0,1,0,0,0.6421
-92.481,-31.607,37.221,32.389,3.13,4.48,0,1,0,0,0,0,0,0,1,0,0,0.1438
-120.641,7.39,-35.068,19.262,3.1458,4.76,0,1,0,0,0,1,1,0,0,0,0,0.2964
-17.373,-21.009,-35.37,72.79,3.1107,5.52,0,0,0,0,0,1,0,1,0,0,1,0.0187
-175.845,37.097,-28.28,39.315,3.1281,4.56,0,1,0,0,0,0,0,0,0,1,1,0.08779999999999999
1.585,39.893,6.681,15.337,3.1214,4.03,1,1,0,0,0,1,0,0,0,0,1,0.31980000000000003
-17.526,39.873,39.608,-34.441,3.1686,5.69,0,1,0,0,0,0,1,0,0,0,0,0.1174
69.126,26.096,25.696,62.947,3.1369,5.63,2,0,0,1,0,0,1,0,0,0,0,0.1435
16.792,71.806,48.662,40.98,3.1539,2.73,1,0,0,0,0,0,1,0,0,0,0,0.3118
94.929,13.584,-37.832,60.14,3.1088,2.34,0,0,0,0,0,0,0,0,0,1,0,0.0833
162.427,-13.195,-37.732,-67.734,3.1704,4.43,1,1,0,0,0,1,0,0,0,1,1,0.08720000000000001
-70.107,17.563,-52.129,16.419,3.1193,3.87,1,1,0,1,0,0,1,0,0,0,0,0.2416
-137.571,-35.367,-66.54,-44.98,3.1234,5.54,0,1,0,0,0,1,0,0,0,0,1,0.09570000000000001
-95.233,-62.288,31.069,57.286,3.1446,2.53,1,2,0,0,0,1,0,0,1,0,0,0.61
-153.129,-5.543,-14.674,42.575,3.1437,4.81,0,1,0,0,0,1,0,0,0,0,1,0.2177
11.734,-45.784,-44.936,67.159,3.1397,2.48,0,1,1,0,0,0,0,1,0,1,0,0.07769999999999999
-88.558,-49.949,-40.696,67.53,3.149,2.52,1,1,1,0,0,0,0,1,0,0,0,0.10880000000000001
-154.374,-45.939,57.386,67.242,3.113,2.67,1,1,0,0,0,1,1,0,0,0,0,0.3832
-76.349,-48.477,35.574,17.721,3.1169,4.41,1,1,0,0,1,0,0,1,1,0,0,0.0634
-35.724,63.14,-22.167,36.774,3.1684,5.49,0,2,0,0,0,1,0,0,1,0,0,0.2813
-89.152,39.537,43.835,-28.667,3.1284,2.63,0,0,0,0,0,1,0,0,1,0,0,0.5342
112.92,-42.61,36.493,-28.411,3.1045,5.31,1,1,0,0,0,1,0,0,0,0,1,0.1323
74.169,-57.067,-41.48,46.332,3.105,3.87,1,1,0,0,0,0,0,0,1,0,0,0.1802
14.044,-38.789,54.302,29.142,3.1505,5.39,1,1,0,0,0,1,0,0,0,0,1,0.2236
-174.195,20.586,58.451,49.384,3.1657,3.89,1,2,0,1,0,0,0,0,0,1,0,0.1466
110.912,26.848,49.145,-42.585,3.1449,2.57,0,2,0,0,0,1,0,1,0,0,0,0.1381
-125.248,68.56,40.184,22.044,3.1659,2.45,0,1,0,0,0,1,0,0,0,0,1,0.5238
-174.791,-39.451,27.494,15.722,3.1243,5.39,1,0,0,0,1,0,0,0,0,1,1,0.0563
-23.407,40.241,-57.654,-67.467,3.1441,4.72,2,0,0,0,0,1,0,0,0,0,1,0.331
-76.537,2.143,-56.976,-71.993,3.1163,3.45,0,1,0,0,0,0,0,0,0,0,1,0.125
-49.082,6.319,45.341,-71.898,3.1666,4.81,0,1,0,0,0,0,0,0,0,0,1,0.10640000000000001
-4.087,44.157,-19.159,-36.231,3.1344,5.46,1,1,0,0,0,1,0,0,1,0,0,0.2284
-48.169,59.38,19.746,33.213,3.1597,4.7,1,0,1,0,0,0,0,0,0,0,1,0.1783
105.426,12.698,13.468,26.548,3.1533,4.61,0,1,0,0,0,1,0,0,0,0,1,0.2948
175.191,12.697,44.153,28.712,3.1733,2.36,0,0,0,0,0,1,0,0,0,0,1,0.2665
-31.16,-34.509,28.811,-32.389,3.1314,2.34,0,1,0,0,0,1,0,0,0,0,1,0.36460000000000004
177.566,-27.115,-56.782,-17.624,3.1696,4.63,1,1,1,0,0,0,0,0,0,1,0,0.0776
-15.421,29.905,-16.865,40.103,3.1516,4.19,1,1,0,0,0,1,0,0,1,0,0,0.3251
160.105,-69.937,30.238,48.56,3.1325,5.06,1,0,0,0,0,0,0,0,0,0,1,0.0956
-113.664,34.917,35.688,36.171,3.1584,3.93,2,1,0,0,0,1,0,0,1,0,0,0.34630000000000005
-166.907,-29.374,41.403,-31.906,3.129,3.87,0,1,1,0,0,0,1,0,0,0,0,0.2484
119.856,-33.868,16.782,72.915,3.1468,4.43,0,2,0,0,0,1,1,0,0,0,0,0.42600000000000005
46.053,-31.107,41.493,-61.968,3.1548,3.4,1,0,0,0,0,0,1,0,0,0,0,0.18480000000000002
-130.731,17.587,28.468,16.704,3.134,5.53,1,0,0,0,0,1,1,0,0,0,0,0.0941
-126.769,23.504,63.112,-66.25,3.1321,3.66,1,1,0,0,0,1,0,0,0,0,1,0.1979
32.326,12.302,41.902,18.564,3.1393,3.64,1,1,1,0,0,0,0,0,1,0,0,0.2663
61.413,-62.305,32.74,-74.258,3.1309,4.22,1,1,0,0,0,0,0,0,0,0,1,0.18850000000000003
143.765,26.257,-61.471,40.764,3.1353,4.02,0,1,0,0,0,1,0,0,1,0,0,0.3725
131.538,40.217,59.914,24.685,3.1327,3.99,1,1,1,0,0,0,0,1,0,0,1,0.058499999999999996
19.279,-40.509,46.041,-40.532,3.121,3.82,1,1,1,0,0,0,0,0,0,0,1,0.2444
-122.943,-28.548,-49.101,-45.332,3.1228,2.57,1,0,0,0,0,0,0,0,1,0,0,0.1192
-103.571,30.176,-30.515,-37.662,3.1389,5.93,2,1,0,0,0,1,1,0,0,0,0,0.0771
-5.525,51.746,43.598,19.175,3.1096,4.24,0,1,0,0,0,0,0,0,0,0,1,0.17329999999999998
-126.291,-50.623,48.448,-30.537,3.133,5.09,1,1,0,0,0,1,0,1,0,0,1,0.043899999999999995
64.762,-33.289,-23.303,-49.002,3.1511,4.89,1,1,0,0,0,1,0,0,0,0,1,0.20690000000000003
17.379,-43.24,42.724,5.07,3.1547,1.9,0,0,0,1,0,0,0,1,0,0,0,0.20980000000000001
128.22,-50.963,-36.821,20.559,3.1375,5.28,1,1,1,0,0,0,0,0,0,0,1,0.154
-30.364,33.321,18.85,45.647,3.1343,5.97,1,1,0,0,0,0,0,0,0,0,1,0.0234
62.176,-46.704,-43.076,-69.403,3.1104,4.07,1,1,0,0,0,1,0,0,1,0,0,0.3601
5.609,-50.157,42.779,-31.557,3.1158,0.2,1,0,0,0,0,1,0,0,0,0,1,0.34020000000000006
158.895,-29.401,19.082,-49.007,3.1446,3.08,1,1,1,0,0,0,0,0,0,0,1,0.20500000000000002
109.001,33.221,54.125,35.219,3.142,4.66,0,1,0,0,0,1,0,0,1,0,0,0.3386
-125.538,-48.894,-16.91,9.735,3.1543,3.55,1,1,0,0,0,0,0,1,1,0,0,0.061900000000000004
163.203,-5.798,24.746,-36.566,3.1249,3.14,0,0,0,0,0,1,0,0,0,1,1,0.1223
134.267,-74.248,-43.315,8.88,3.1702,5.16,0,0,0,1,0,0,0,1,1,0,0,0.0722
-55.386,-38.712,-55.023,-47.877,3.1371,3.15,1,1,0,0,0,1,0,0,0,0,1,0.4154
-164.102,65.394,30.655,-56.021,3.1264,3.7,1,1,0,0,0,1,0,0,0,0,1,0.3125
-86.561,25.914,-35.291,59.681,3.1085,5.18,0,1,0,0,0,0,1,0,0,0,0,0.0776
2.602,23.449,-54.81,42.194,3.1399,3.48,0,1,0,0,0,1,0,1,0,0,1,0.0867
136.513,22.412,-49.705,-41.956,3.1474,3.59,1,1,0,0,0,1,0,0,1,0,0,0.3661
-157.075,23.873,-22.969,44.615,3.163,3.25,1,2,1,0,0,0,0,0,0,0,1,0.1802
8.253,44.115,-29.571,-44.753,3.1554,4.76,1,0,0,0,0,0,1,0,0,0,0,0.19440000000000002
-17.75,-82.153,-65.615,-25.173,3.138,3.74,2,1,1,0,0,0,0,1,0,0,1,0.0864
-97.339,-51.72,-48.25,-48.074,3.1213,4.97,0,1,0,0,0,1,0,0,0,1,0,0.1629
-1.851,50.135,39.58,-19.097,3.119,2.96,1,1,0,0,0,1,0,0,0,0,1,0.37450000000000006
110.245,21.771,-74.739,-22.305,3.1362,4.6,0,0,0,0,0,1,0,0,1,1,0,0.13949999999999999
9.16,-72.519,35.254,-33.76,3.1116,3.65,1,1,1,0,0,0,0,0,1,0,0,0.2867
91.134,43.522,-60.741,44.46,3.1739,4.91,1,1,0,0,0,1,0,0,0,0,1,0.247
-96.876,-43.193,29.583,19.392,3.1503,5.64,0,1,1,0,0,0,0,0,1,0,0,0.1772
121.25,-45.773,34.039,-82.6,3.1698,4.92,0,0,0,0,0,0,1,0,0,0,0,0.19280000000000003
-7.398,-13.088,-12.589,69.366,3.1693,5.12,1,1,0,1,0,0,0,0,0,0,1,0.1456
97.039,43.819,23.592,67.837,3.1496,5.67,1,0,0,0,1,0,0,0,1,0,0,0.16579999999999998
-164.781,20.256,-33.066,-27.054,3.1421,4.45,0,2,0,0,1,0,0,0,0,1,1,0.1216
-105.193,-62.351,48.874,19.432,3.1199,1.45,1,0,0,0,0,1,0,0,0,0,1,0.2823
-15.462,24.358,18.39,-68.578,3.1284,0.7,1,1,0,1,0,0,1,0,0,0,0,0.4022
-20.425,56.64,-38.171,-62.71,3.1605,4,1,1,0,1,0,0,1,0,0,0,0,0.5361
-138.369,43.271,-67.269,59.979,3.1268,3.91,1,2,0,0,0,1,0,0,0,1,1,0.1533
94.629,13.092,40.137,66.13,3.1104,5.67,0,0,0,0,0,1,0,0,1,0,0,0.0901
170.58,-18.651,-57.236,64.441,3.1131,5.08,1,2,1,0,0,0,1,0,0,0,0,0.1024
179.559,20.017,27.32,62.513,3.1225,3.63,2,1,1,0,0,0,0,0,0,1,1,0.0874
-82.281,54.949,75.182,9.07,3.1256,4.6,0,1,0,0,0,1,0,0,0,0,1,0.3073
36.441,-42.39,25.352,40.417,3.1577,4.01,1,1,0,0,0,0,0,0,1,1,0,0.147
126.871,-32.476,10.5,-63.273,3.1515,2.84,0,1,0,0,0,0,0,0,0,1,1,0.1127
-2.71,54.151,38.614,61.689,3.1398,4.88,0,1,1,0,0,0,0,0,0,1,1,0.1389
-139.174,-21.074,34.471,40.929,3.134,3.73,0,0,0,0,0,1,0,0,0,0,1,0.22640000000000002
-25.932,-46.67,-35.308,-11.595,3.1393,2.31,1,2,0,0,1,0,0,0,1,1,0,0.3036
-133.583,-65.238,-28.901,57.531,3.1305,4.27,1,1,0,0,0,1,0,0,1,0,0,0.35490000000000005
29.529,-61.416,55.802,-29.654,3.1315,5.07,0,0,0,0,0,0,0,1,1,0,0,0.041299999999999996
-23.861,56.797,27.87,19.718,3.1443,4.78,1,0,0,0,0,0,0,0,0,0,1,0.1369
-100.572,26.075,17.331,39.8,3.1606,4.54,1,1,0,1,0,0,0,0,0,0,1,0.18230000000000002
30.008,27.253,24.07,-65.365,3.127,4.41,1,1,1,0,0,0,0,0,0,1,1,0.07200000000000001
-57.366,45.87,-20.467,30.679,3.1458,4.15,0,1,0,0,0,0,0,0,0,0,1,0.2583
177.355,47.833,16.142,23.65,3.1432,4.62,0,0,0,0,0,1,1,0,0,0,0,0.44320000000000004
112.915,72.175,47.251,13.693,3.1367,1.4,1,1,0,0,0,0,0,0,0,0,1,0.2611
79.185,-54.04,7.95,30.681,3.1177,3.09,1,0,0,0,0,1,0,1,0,1,1,0.0366
-27.086,-38.486,-51.348,-54.179,3.1557,4.74,1,0,0,0,0,1,0,1,0,1,0,0.0409
165.408,-30.724,19.909,-52.776,3.1371,2.98,1,1,0,0,1,0,0,0,1,0,0,0.31
-67.369,17.242,-55.744,-18.127,3.1247,0.38,1,1,0,0,0,1,0,0,1,0,0,0.3149
146.426,46.887,53.75,11.698,3.1317,5.51,0,1,0,0,0,1,0,0,0,0,1,0.1942
53.787,-58.058,-51.536,-27.385,3.1228,4.77,0,1,0,0,0,1,0,0,0,1,1,0.1714
57.546,-64.688,-29.594,-46.725,3.1467,2.82,2,0,0,0,0,0,0,0,1,0,0,0.3933
55.813,53.039,31.088,-51.408,3.1235,3.63,0,1,0,0,0,1,0,0,0,0,1,0.5012
48.943,9.856,52.495,57.216,3.1593,3.09,1,0,0,0,0,0,0,0,1,0,0,0.1736
142.79,18.177,-26.309,52.964,3.1176,2.94,1,1,0,0,0,1,0,1,1,0,0,0.0632
58.404,-25.735,-10.006,-13.133,3.1375,2.05,1,1,1,0,0,0,1,0,0,0,0,0.3262
160.539,-51.18,20.677,-35.304,3.1136,4.53,0,1,0,0,0,1,0,0,1,0,0,0.37
-126.435,41.05,-54.419,-32.036,3.1282,3.98,2,1,1,0,0,0,1,0,0,0,0,0.35259999999999997
-107.189,55.77,-33.292,-17.225,3.1553,4.63,1,1,0,0,0,0,0,0,0,0,1,0.1494
31.331,16.5,-59.683,-49.26,3.1494,5.97,0,1,0,0,0,1,0,0,1,0,0,0.099
129.76,55.074,-11.583,70.941,3.145,4.45,1,1,0,0,0,1,0,0,1,0,0,0.46030000000000004
90.519,-28.904,44.876,-51.562,3.1339,4.68,0,1,0,0,1,0,0,0,0,0,1,0.22960000000000003
70.605,48.077,-65.494,75.619,3.1423,4.23,1,1,1,0,0,0,1,0,0,0,0,0.39590000000000003
-81.634,-32.411,-24.42,36.7,3.1386,5.27,0,1,0,0,0,1,0,0,0,0,1,0.15789999999999998
-19.134,-61.185,-22.921,-14.737,3.1372,2.88,0,1,0,0,0,0,0,0,0,1,0,0.2157
157.598,-16.959,18.296,-52.712,3.1088,4.18,0,0,0,0,0,0,0,0,0,0,1,0.0828
-55.064,51.288,-17.5,33.589,3.1491,1.61,1,1,1,0,0,0,0,0,1,0,0,0.4976
-67.016,15.536,-51.441,17.867,3.1483,3.5,0,1,0,0,0,0,0,0,1,0,0,0.2389
-67.002,39.336,46.605,31.657,3.1133,4.48,1,1,1,0,0,0,0,0,1,0,0,0.19579999999999997
54.214,39.925,50.26,-22.089,3.1522,4.95,0,0,1,0,0,0,0,0,1,0,0,0.3251
54.152,5.451,53.864,27.002,3.1515,5.8,1,0,1,0,0,0,0,0,0,0,1,0.050800000000000005
62.789,-54.941,-27.73,67.621,3.1317,4.57,1,1,0,1,0,0,0,1,0,0,1,0.0771
88.175,-21.395,-20.551,43.923,3.1342,3.49,2,0,0,0,0,0,0,0,0,0,1,0.1493
140.536,-27.393,-43.091,40.847,3.1449,2.38,1,0,0,0,0,1,0,0,1,0,0,0.3422
69.165,14.133,50.408,-18.91,3.1421,2.24,1,0,0,1,0,0,0,0,0,1,0,0.19760000000000003
78.548,-44.693,-65.747,-29.197,3.1322,4.95,1,1,0,0,1,0,0,0,0,0,1,0.245
111.872,48.064,-12.375,-37.129,3.139,2.47,0,0,0,0,0,1,0,0,1,0,0,0.7143
-1.251,49.306,-45.294,-42.054,3.1535,4.13,0,1,0,0,0,1,0,0,0,0,1,0.5563
20.002,-42.887,12.678,-33.274,3.1359,4.94,1,1,1,0,0,0,0,0,0,0,1,0.2041
31.903,27.486,-36.721,14.275,3.1604,5.96,0,1,0,0,0,0,0,0,0,1,0,0.025
